Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Accessory size (product.metafields.shopify.accessory-size),Age group (product.metafields.shopify.age-group),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Battery size (product.metafields.shopify.battery-size),Blade material (product.metafields.shopify.blade-material),Body area (product.metafields.shopify.body-area),Book cover type (product.metafields.shopify.book-cover-type),Bristle material (product.metafields.shopify.bristle-material),Bristle shape (product.metafields.shopify.bristle-shape),Brush material (product.metafields.shopify.brush-material),Carry options (product.metafields.shopify.carry-options),Cleaning surfaces (product.metafields.shopify.cleaning-surfaces),Closure type (product.metafields.shopify.closure-type),Color (product.metafields.shopify.color-pattern),Decoration material (product.metafields.shopify.decoration-material),Drawing/Painting kit items included (product.metafields.shopify.drawing-painting-kit-items-included),Dry/Wet cleaning (product.metafields.shopify.dry-wet-cleaning),Features (product.metafields.shopify.features),Flash card theme (product.metafields.shopify.flash-card-theme),Genre (product.metafields.shopify.genre),Hair styling tool features (product.metafields.shopify.hair-styling-tool-features),Handle material (product.metafields.shopify.handle-material),Handle type (product.metafields.shopify.handle-type),Language version (product.metafields.shopify.language-version),Light source (product.metafields.shopify.light-source),Light temperature (product.metafields.shopify.light-temperature),Marker tip design (product.metafields.shopify.marker-tip-design),Massage technique (product.metafields.shopify.massage-technique),Material (product.metafields.shopify.material),Nebulizer design (product.metafields.shopify.nebulizer-design),Nebulizer technology (product.metafields.shopify.nebulizer-technology),Office instrument material (product.metafields.shopify.office-instrument-material),Pencil sharpener design (product.metafields.shopify.pencil-sharpener-design),Plate type (product.metafields.shopify.plate-type),Power source (product.metafields.shopify.power-source),Razor flexibility (product.metafields.shopify.razor-flexibility),Razor head design (product.metafields.shopify.razor-head-design),Recommended age group (product.metafields.shopify.recommended-age-group),Roller head (product.metafields.shopify.roller-head),Roller material (product.metafields.shopify.roller-material),Roller type (product.metafields.shopify.roller-type),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Target audience (product.metafields.shopify.target-audience),Toy/Game material (product.metafields.shopify.toy-game-material),Usage conditions (product.metafields.shopify.usage-conditions),Vehicle application area (product.metafields.shopify.vehicle-application-area),Vehicle decor features (product.metafields.shopify.vehicle-decor-features),Vehicle type (product.metafields.shopify.vehicle-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
multifunction-push-up-workout-board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/ChatGPTImageFeb10_2026_02_47_52PM.png?v=1770715987,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multifunction-push-up-workout-board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/ChatGPTImageFeb10_2026_02_46_16PM.png?v=1770715987,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multifunction-push-up-workout-board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/ChatGPTImageFeb10_2026_02_45_04PM.png?v=1770715987,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multipurpose-adhesive-plug-holder,6 Row Multipurpose Adhesive Holder (Pack of 5),"<p>This transparent self adhesive plug holder hook is designed for organizing power plugs, razors, cables or small accessories without drilling. Strong waterproof adhesive backing allows easy peel and stick installation on tiles, glass or smooth surfaces. Dual hook design keeps items secure and organized while transparent structure blends seamlessly with any decor. Durable plastic material ensures long lasting performance for bathroom, kitchen or bedroom storage use.</p>",Rover Mart,Home & Garden > Household Supplies > Storage & Organization > Storage Hooks & Racks > Utility Hooks,"","",true,Title,Default Title,,,,,,,,HOOK-PLUG-TRANSPARENT-DUAL-01,200.0,shopify,10,deny,manual,269.00,299.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1012/9830/7153/files/518LFGxZoKL._SL1500.jpg?v=1770641776,1,"",false,,,,,,,,,,,,,,,,,,clear,,,,,,,,,,,,,,,plastic,,,,,,,,,,,,,,,,,,,,,kg,,,active
multipurpose-adhesive-plug-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/61-2_kNYiRL._SL1500.jpg?v=1770641776,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multipurpose-adhesive-plug-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/71KoVuOOf7L._SL1500.jpg?v=1770641776,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multipurpose-adhesive-plug-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/71nLR8jy6bL._SL1500.jpg?v=1770641776,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multipurpose-adhesive-plug-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/51Rzn3K8OiL._SL1500.jpg?v=1770641776,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multipurpose-adhesive-plug-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/71vQ-DO8B2L._SL1500.jpg?v=1770641776,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multipurpose-adhesive-plug-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/612CJaeOP_L._SL1500.jpg?v=1770641776,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
portable-foldable-duffle-tote,Portable Foldable Duffle Tote,"<p data-start=""722"" data-end=""1150"">This foldable nylon travel duffle bag is designed for lightweight and space saving travel storage. Large capacity interior allows easy packing of clothes, shoes or daily essentials while foldable structure lets the bag collapse into a compact size when not in use. Durable nylon material offers reliable performance for travel, gym or shopping use. Portable design makes it perfect as extra luggage bag for trips or daily carry.</p>",Rover Mart,Luggage & Bags > Duffel Bags,"","",true,Title,Default Title,,,,,,,,DUFFLE-FOLD-NYLON-TRAVEL-01,0.0,shopify,10,deny,manual,299.00,399.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1012/9830/7153/files/41JEy_gfskL._SY450.jpg?v=1770641596,1,"",false,,,compact,,lightweight,nylon,single-compartment,,,,,,,,handle; shoulder-strap,,,pink; green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
portable-foldable-duffle-tote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/51AsMzkrP_L._SL1024.jpg?v=1770641596,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
portable-foldable-duffle-tote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/51GIHoaO3JL._SL1024.jpg?v=1770641596,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
portable-foldable-duffle-tote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/51hsZf4j0FL._SL1024.jpg?v=1770641596,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
portable-foldable-duffle-tote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/51TkCQ91nfL._SL1024.jpg?v=1770641596,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
portable-foldable-duffle-tote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/61Ywp-M5fjL._SL1024.jpg?v=1770641596,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
portable-foldable-duffle-tote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/617ukCdyE7L._SL1024.jpg?v=1770641596,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
windproof-portable-clothesline-rope,3M Windproof Portable Clothesline Rope (Pack of 2),"<p data-start=""649"" data-end=""1115"">This elastic adjustable clothesline is designed for portable laundry drying at home, travel or outdoor use. Built-in clothespins and spacing beads keep clothes secure and prevent sliding during windy conditions. Stretchable rope allows flexible installation between poles, trees or walls without tools. Lightweight compact design makes it ideal for balcony drying, camping, hotel stays or daily indoor laundry needs while saving space and drying clothes efficiently.</p>",Rover Mart,Home & Garden > Household Supplies > Laundry Supplies > Drying Racks & Hangers > Drying Racks,"","",true,Title,Default Title,,,,,,,,CLOTHLINE-ELASTIC-PORTABLE-01,0.0,shopify,10,deny,manual,299.00,299.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1012/9830/7153/files/61MSdKP_Y2L._SL1080.jpg?v=1770641459,1,"",false,,,,,,,,,,,,,,,,,,multicolor; pink; blue,,,,adjustable-dimensions; easy-to-assemble; lightweight; portable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
windproof-portable-clothesline-rope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/61NZ93LHx-L._SL1080.jpg?v=1770641459,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
windproof-portable-clothesline-rope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/71lMPAPI2vL._SL1080.jpg?v=1770641459,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
windproof-portable-clothesline-rope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/613FWOkEqdL._SL1080.jpg?v=1770641459,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
windproof-portable-clothesline-rope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/6127_WE3GuL._SL1080.jpg?v=1770641459,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
windproof-portable-clothesline-rope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/617381H0CrL._SL1080.jpg?v=1770641459,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multipurpose-sunglass-organizer-case,Multipurpose Sunglass Organizer Case,"<p>This multipurpose sunglass organizer case is designed to store and protect multiple sunglasses or eyeglasses in one compact travel friendly unit. Foldable structure saves space while separate slots prevent scratches and keep eyewear organized. Lightweight portable design allows easy carrying during travel or daily use. Durable outer material protects glasses from dust and damage, making it ideal for wardrobe storage, travel bags or display organization. Multi slot layout helps keep eyewear easily accessible and neatly arranged.</p>",Rover Mart,Health & Beauty > Personal Care > Vision Care > Eyewear Accessories > Eyewear Cases & Holders,"","",true,Title,Default Title,,,,,,,,SUNORG-MULTISLOT-TRAVEL-01,200.0,shopify,10,deny,manual,299.00,309.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1012/9830/7153/files/61xVdBYsufL._SL1500.jpg?v=1770641171,1,"",false,,,one-size,,,faux-leather; synthetic,,,,,,,,,,,snap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
multipurpose-sunglass-organizer-case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/615seG5CjlL._SL1500.jpg?v=1770641171,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
