Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Accessory size (product.metafields.shopify.accessory-size),Age group (product.metafields.shopify.age-group),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Battery size (product.metafields.shopify.battery-size),Blade material (product.metafields.shopify.blade-material),Body area (product.metafields.shopify.body-area),Book cover type (product.metafields.shopify.book-cover-type),Bristle material (product.metafields.shopify.bristle-material),Bristle shape (product.metafields.shopify.bristle-shape),Brush material (product.metafields.shopify.brush-material),Carry options (product.metafields.shopify.carry-options),Cleaning surfaces (product.metafields.shopify.cleaning-surfaces),Closure type (product.metafields.shopify.closure-type),Color (product.metafields.shopify.color-pattern),Decoration material (product.metafields.shopify.decoration-material),Drawing/Painting kit items included (product.metafields.shopify.drawing-painting-kit-items-included),Dry/Wet cleaning (product.metafields.shopify.dry-wet-cleaning),Features (product.metafields.shopify.features),Flash card theme (product.metafields.shopify.flash-card-theme),Genre (product.metafields.shopify.genre),Hair styling tool features (product.metafields.shopify.hair-styling-tool-features),Handle material (product.metafields.shopify.handle-material),Handle type (product.metafields.shopify.handle-type),Language version (product.metafields.shopify.language-version),Light source (product.metafields.shopify.light-source),Light temperature (product.metafields.shopify.light-temperature),Marker tip design (product.metafields.shopify.marker-tip-design),Massage technique (product.metafields.shopify.massage-technique),Material (product.metafields.shopify.material),Nebulizer design (product.metafields.shopify.nebulizer-design),Nebulizer technology (product.metafields.shopify.nebulizer-technology),Office instrument material (product.metafields.shopify.office-instrument-material),Pencil sharpener design (product.metafields.shopify.pencil-sharpener-design),Plate type (product.metafields.shopify.plate-type),Power source (product.metafields.shopify.power-source),Razor flexibility (product.metafields.shopify.razor-flexibility),Razor head design (product.metafields.shopify.razor-head-design),Recommended age group (product.metafields.shopify.recommended-age-group),Roller head (product.metafields.shopify.roller-head),Roller material (product.metafields.shopify.roller-material),Roller type (product.metafields.shopify.roller-type),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Target audience (product.metafields.shopify.target-audience),Toy/Game material (product.metafields.shopify.toy-game-material),Usage conditions (product.metafields.shopify.usage-conditions),Vehicle application area (product.metafields.shopify.vehicle-application-area),Vehicle decor features (product.metafields.shopify.vehicle-decor-features),Vehicle type (product.metafields.shopify.vehicle-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
automotive-interior-cleaning-brush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/61vFhnKsB5L._AC_SL1473.jpg?v=1770634403,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automotive-interior-cleaning-brush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/61WCopnL7rL.jpg?v=1770634403,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automotive-interior-cleaning-brush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/71q9WYrF5QL._SL1500.jpg?v=1770634404,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
body-scrubber-shampoo-dispenser,Body Scrubber Shampoo Dispenser,"<p>This silicone bath body brush comes with built-in shampoo dispenser for easy and effective body cleaning during shower. Soft flexible silicone bristles create rich foam while gently exfoliating skin and providing relaxing massage effect. Hygienic quick dry silicone material prevents bacteria buildup compared to traditional loofahs. Suitable for men, women and kids, it helps deep cleaning, dead skin removal and smooth skin care during daily bath routine.</p>",Rover Mart,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bath Brushes,"","",true,Title,Default Title,,,,,,,,SCRUB-SILICON-DISP-01,200.0,shopify,10,deny,manual,299.00,999.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1012/9830/7153/files/41mfctUK_bS._AC.jpg?v=1770634133,1,"",false,,,,all-ages,,,,,,,,,,,,,,,,,,,,,,silicone,short,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
body-scrubber-shampoo-dispenser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/51ZIPzUozqS._AC.jpg?v=1770634133,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
body-scrubber-shampoo-dispenser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/61a3nWMQckL._AC_SL1500.jpg?v=1770634133,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
body-scrubber-shampoo-dispenser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/61JXNNj7ZYL._AC_SL1000.jpg?v=1770634133,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
body-scrubber-shampoo-dispenser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/61t2ChtKuXL._AC_SL1200.jpg?v=1770634133,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
body-scrubber-shampoo-dispenser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/61v3IixsxnS._AC_SL1280.jpg?v=1770634133,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
body-scrubber-shampoo-dispenser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/71deFwyzoML._AC_SL1200.jpg?v=1770634133,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
body-scrubber-shampoo-dispenser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/612wA1qhJnL._AC_SL1500.jpg?v=1770634133,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
body-scrubber-shampoo-dispenser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/613KLt87OZL._AC_SL1500.jpg?v=1770634133,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
double-sided-silicone-bath-scrubber,Double Sided Silicone Bath Scrubber,"<p>This silicone body shower scrubber is designed for gentle exfoliation and deep skin cleansing during bath or shower. Soft flexible silicone bristles create rich lather while removing dirt, oil and dead skin effectively. Double sided design offers massage and exfoliating benefits, making it suitable for daily use on sensitive skin. Hygienic quick dry material prevents bacterial buildup and provides a durable alternative to traditional loofahs.</p>",Rover Mart,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bath Brushes,"","",true,Title,Default Title,,,,,,,,SCRUB-SILICONE-BODY-01,300.0,shopify,10,deny,manual,349.00,999.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1012/9830/7153/files/61Om-JvO_vL._SL1001.jpg?v=1770633531,1,"",false,,,,all-ages,,,,,,,,,,,,,,,,,,,,,,silicone,short,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
double-sided-silicone-bath-scrubber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/61X_1TlxFxL._SL1001.jpg?v=1770633531,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
double-sided-silicone-bath-scrubber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/51GmPSo3iQL._SL1001.jpg?v=1770633531,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
double-sided-silicone-bath-scrubber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/61cxdlOrwsL._SL1500.jpg?v=1770633531,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
double-sided-silicone-bath-scrubber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/61GCW4vaUkL._SL1001.jpg?v=1770633531,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
double-sided-silicone-bath-scrubber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/61IdyCJU5DL._SL1500.jpg?v=1770633531,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
double-sided-silicone-bath-scrubber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/61zoyh6yg_L._SL1001.jpg?v=1770633531,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
double-sided-silicone-bath-scrubber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/71L02qOOqDL._SL1500.jpg?v=1770633531,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
double-sided-silicone-bath-scrubber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/71mFaNuKM2L._SL1480.jpg?v=1770633531,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360-rotating-crevice-cleaning-tool,360 Rotating Crevice Cleaning Tool,"<p>This multi function rotating cleaning brush is designed for deep cleaning narrow gaps, corners and hard to reach areas in bathroom and kitchen spaces. Rotating brush head allows effective scrubbing inside crevices, tile joints and sink edges without scratching surfaces. Compact handheld design provides strong grip and precise cleaning control. Durable bristles help remove dirt, soap stains and grime easily, making it ideal for daily household cleaning tasks.</p>",Rover Mart,Home & Garden > Household Supplies > Household Cleaning Supplies > Scrub Brushes,"","",true,Title,Default Title,,,,,,,,BRUSH-ROT-HAND-CREVICE-01,450.0,shopify,10,deny,manual,299.00,999.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1012/9830/7153/files/611EahTt4bL._AC_SL1500.jpg?v=1770633230,1,"",false,,,,,,,,,,,,,,plastic,,bathroom-fixtures; kitchen-sinks; hard-surfaces; tiles,,multicolor; white; purple,,,wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
360-rotating-crevice-cleaning-tool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/51_XGdGVLRL._AC_SL1000.jpg?v=1770633228,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360-rotating-crevice-cleaning-tool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/61kG63y5OSL._AC_SL1002.jpg?v=1770633228,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360-rotating-crevice-cleaning-tool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/61MLz4-rEeL._AC_SL1002.jpg?v=1770633228,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360-rotating-crevice-cleaning-tool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/71x9aM5HHxL._AC_SL1500.jpg?v=1770633228,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360-rotating-crevice-cleaning-tool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/515V6PRaPhL._AC_SL1000.jpg?v=1770633228,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-capacity-foldable-storage-box,Large Capacity Foldable Storage Box,"<p>This rectangular large capacity storage organizer is designed for storing clothes, blankets, bedsheets and seasonal items neatly. Foldable design with strong steel frame provides stability while zip closure protects contents from dust. Lightweight yet durable structure makes it ideal for wardrobe, under-bed or shelf storage. Space saving design helps organize bedroom, closet or storage areas efficiently while keeping items easily accessible.</p>",Rover Mart,Home & Garden > Household Supplies > Storage & Organization > Household Storage Containers,"","",true,Title,Default Title,,,,,,,,STORAGE-RECT-66L-FOLD-01,200.0,shopify,10,deny,manual,399.00,999.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1012/9830/7153/files/71NyPKzU0LL._SL1000.jpg?v=1770633047,1,"",false,,,,,,,,,,,,,,,,,,dots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
large-capacity-foldable-storage-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/51DTkr0Q_TL.jpg?v=1770633047,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-capacity-foldable-storage-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/71dScc8z77S._SL1500.jpg?v=1770633047,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-capacity-foldable-storage-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/61QT_8NxhiL.jpg?v=1770633047,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-capacity-foldable-storage-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/61spy0cU4kL._SL1000.jpg?v=1770633047,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-capacity-foldable-storage-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/71R4_6RYmsL._SL1300.jpg?v=1770633047,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-capacity-foldable-storage-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/71u9SIgN9tL._SL1300.jpg?v=1770633047,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-capacity-foldable-storage-box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/712HI4j7jLL._SL1300.jpg?v=1770633047,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3in1-bathroom-cleaning-brush-wiper,3in1 Bathroom Cleaning Brush Wiper,"<p>This multifunctional bathroom cleaning brush combines strong scrub bristles with rubber wiper design for effective floor and tile cleaning. Long handle reduces bending effort while rotating head allows easy cleaning of corners and grout lines. Durable bristles remove tough dirt and stains while built-in wiper helps remove water after cleaning. Suitable for bathroom tiles, toilet area, kitchen floor and balcony cleaning.</p>",Rover Mart,Home & Garden > Household Supplies > Household Cleaning Supplies > Scrub Brushes,"","",true,Title,Default Title,,,,,,,,BRUSH-3IN1-ROT-LONG-01,500.0,shopify,10,deny,manual,449.00,999.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1012/9830/7153/files/61Nk_EPJ3uL._SL1500.jpg?v=1770632810,1,"",false,,,,,,,,,,,,,,plastic; rubber; metal,,tiles; grout-lines; hard-surfaces,,multicolor,,,dry-wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
3in1-bathroom-cleaning-brush-wiper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/51N1GqbbLqL.jpg?v=1770632810,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3in1-bathroom-cleaning-brush-wiper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/51Uz0mMozaL._SL1100.jpg?v=1770632809,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3in1-bathroom-cleaning-brush-wiper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/61gWQDNuOwL._SL1100.jpg?v=1770632810,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3in1-bathroom-cleaning-brush-wiper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/61iorjXLM2L._SL1100.jpg?v=1770632810,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3in1-bathroom-cleaning-brush-wiper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/71FQDO0uUkL._SL1100.jpg?v=1770632810,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2in1-stainless-bathroom-cleaning-brush,2in1 Stainless Bathroom Cleaning Brush,"<p>This 2-in-1 stainless steel bathroom cleaning brush is designed for deep cleaning bathroom tiles, floors and wet surfaces. Long handle design reduces bending effort while strong scrub bristles remove dirt and stains easily. Built-in rubber wiper helps remove water after cleaning, making it perfect for bathroom, kitchen and balcony use. Lightweight yet durable build provides effective cleaning for daily household maintenance.</p>",Rover Mart,Home & Garden > Household Supplies > Household Cleaning Supplies > Scrub Brushes,"","",true,Title,Default Title,,,,,,,,,500.0,shopify,10,deny,manual,349.00,999.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1012/9830/7153/files/1_aae17b90-ccd8-4035-98af-e04a381fab57.jpg?v=1770632572,1,"",false,,,,,,,,,,,,,,plastic,,tiles; hard-surfaces,,multicolor; black; silver; yellow,,,dry-wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
2in1-stainless-bathroom-cleaning-brush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/2_656bbd9a-fc3f-4f4f-9ba1-140e2b98c274.jpg?v=1770632571,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2in1-stainless-bathroom-cleaning-brush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/3_206998b6-c716-4a77-ac07-8a706f9d3627.jpg?v=1770632571,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2in1-stainless-bathroom-cleaning-brush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/4_5eed9480-1195-4b73-9ffb-c13c273293c6.jpg?v=1770632571,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2in1-stainless-bathroom-cleaning-brush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/5_6f17005e-ae80-4e8e-9d79-a31f7176fb2b.jpg?v=1770632572,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
portable-mist-humidifier-neck-fan,Portable Mist Humidifier Neck Fan,"<p>This 3-in-1 portable spray cooling fan combines handheld fan, neck fan and humidifier mist function for refreshing personal cooling. Built-in rechargeable battery provides cordless use while multiple speed modes allow customized airflow. Water spray humidification helps reduce heat and dryness, making it ideal for travel, makeup, office desk or outdoor activities. Foldable compact design allows handheld or tabletop use for convenient daily cooling.</p>",Rover Mart,Home & Garden > Household Appliances > Climate Control Appliances > Fans > Powered Hand Fans & Misters,"","",true,Title,Default Title,,,,,,,,FAN-3IN1-SPRAY-USB-01,0.0,shopify,10,deny,manual,399.00,999.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1012/9830/7153/files/71ITfaTbagL._AC_SL1500.jpg?v=1770631224,1,"",false,,,,,,,,,,,,,,,,,,pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
portable-mist-humidifier-neck-fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/71NVNILwfoL._AC_SL1500.jpg?v=1770631224,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
portable-mist-humidifier-neck-fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/71HyCvHHnqL._AC_SL1500.jpg?v=1770631223,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
portable-mist-humidifier-neck-fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/71g00jjGWwL._AC_SL1500.jpg?v=1770631222,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
portable-mist-humidifier-neck-fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/71LGFql_abL._AC_SL1500.jpg?v=1770631224,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
portable-mist-humidifier-neck-fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/71NQPA3Q81L._AC_SL1500.jpg?v=1770631224,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
portable-mist-humidifier-neck-fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/71rujRZ2AXL._AC_SL1500.jpg?v=1770631223,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multifunctional-mini-air-cooler-fan,Multifunctional Mini Air Cooler Fan,"<p>This multifunctional personal air cooler combines cooling fan and evaporative air cooling technology to provide refreshing airflow in small personal spaces. USB powered compact design makes it suitable for desk, bedroom, dorm or office use. Add water to enhance cooling effect while adjustable speed modes allow customized airflow. Quiet operation and portable build make it ideal for daily summer cooling without heavy electricity consumption.</p>",Rover Mart,Home & Garden > Household Appliances > Climate Control Appliances > Evaporative Coolers > Portable Evaporative Coolers,"","",true,Title,Default Title,,,,,,,,COOLER-DESK-DORAKIT-01,200.0,shopify,10,deny,manual,299.00,799.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1012/9830/7153/files/611ZvUVjPSL._SL1050.jpg?v=1770630575,1,"",false,,,,,,,,,,,,,,,,,,blue; yellow; pink; multicolor; white; green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
multifunctional-mini-air-cooler-fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/61wLTMVIryL._SL1019.jpg?v=1770630575,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multifunctional-mini-air-cooler-fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/61Ix45p51UL._SL1500.jpg?v=1770630575,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multifunctional-mini-air-cooler-fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/51gGifyuBfL.jpg?v=1770630575,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multifunctional-mini-air-cooler-fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/51UyTJ9Jx1L._SL1500.jpg?v=1770630575,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multifunctional-mini-air-cooler-fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/61fhoT0SHVL._SL1500.jpg?v=1770630575,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multifunctional-mini-air-cooler-fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/61IV2_H6VFL.jpg?v=1770630575,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multifunctional-mini-air-cooler-fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1012/9830/7153/files/61yM9wcEFTL._SL1500.jpg?v=1770630575,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
